67.022,142.97
23.799,110.11
14.281,36.401
9.0763,32.016
44.449,17.72
41.556,33.106
25.732,34
55.631,5
11.704,7.0711
38.395,24.352
4.2545,25.942
42.067,176.14
28.991,212.22
43.679,220.88
20.831,101.79
16.35,147.58
5.9499,14.422
29.973,173.63
70.648,60
5.2564,23.601
45.724,10.44
17.46,16.155
46.131,182.06
28.503,76.276
48.105,232.72
33.102,112.31
14.53,69.893
22.877,93.723
1.5341,50.912
32.866,186.94
5.1529,108.89
33.961,193.13
6.4121,155.05
8.6846,84.024
16.152,71.449
11.481,161.38
82.366,4.1231
46.128,213.59
34.771,5.831
42.895,6.0828
47.345,208.54
64.924,114.35
20.577,162.54
34.78,8.9443
46.214,31.401
29.993,198.76
58.694,244.13
7.1434,182.78
24.081,138.19
7.7887,4
24.748,192
40.443,101.53
0.41805,4.1231
28.3,5.6569
13.398,175.24
36.223,177.79
1.4744,2
3.5474,10
13.767,73.736
15.812,78.518
7.9921,125.4
25.889,144.81
80.37,14
1.1225,140.01
73.239,57
16.511,141.6
41.204,6.4031
73.389,6.7082
76.812,111.16
49.427,236.33
4.1694,175.33
83.937,108.81
38.676,144.89
71.578,16.125
51.957,40.608
0.69227,124.2
6.6376,145.23
30.255,50.961
27.757,135.59
20.459,129.65
33.181,46
26.394,12.728
40.99,200.11
8.3689,69.354
87.814,68
11.814,67.543
85.814,172.03
19.422,74
73.047,71.309
14.475,22.361
12.095,10
4.7743,159.21
12.763,64
21.096,33.838
0.017666,19.105
14.186,104.05
40.512,30.887
78.376,63.063
57.02,180.92
20.116,217.25
10.345,168.29
18.48,132.94
55.979,17.205
62.415,67.417
65.58,41.049
11.666,28.16
17.622,22
9.416,99.609
24.474,26.571
6.692,13.416
5.6914,15
2.909,85.586
10.514,67.779
53.909,124.81
1.0965,119.51
14.386,165.56
49.625,59.414
4.3103,59.464
25.417,87.664
24.387,92.022
10.852,109.07
20.248,20
32.64,27.295
14.925,78.23
47.293,29.069
88.437,49.244
64.272,19.723
9.6276,84.971
21.766,93.236
45.412,192.82
42.562,120.74
27.378,44.385
74.236,72.993
25.201,72.236
17.168,43.417
23.75,167.93
65.101,43.681
2.5479,5.3852
30.612,109.93
55.93,22.804
49.627,51.196
4.3254,117.55
60.798,46.39
21.059,120.51
27.255,173.4
20.75,9.2195
0.24025,79.931
28.408,71.589
68.462,40.497
29.007,219.49
24.736,5.6569
12.486,115.97
5.6618,108.06
50.442,15
2.451,96.255
17.187,54.083
85.531,1
9.3894,33.615
60.556,125.63
4.5408,69.656
30.525,82.329
15.535,34.482
15.001,94.921
49.924,48.104
16.952,44
59.447,49.497
61.773,86.093
49.405,30.806
6.1582,104.04
53.158,95.037
65.444,39
84.275,164.81
17.812,10.296
58.658,57.009
58.121,31.828
35.583,15.133
53.74,84.876
20.148,7
65.784,12.53
38.907,54.452
36.728,55.471
84.529,84.172
58.621,14.318
14.501,29.833
29.821,119.77
29.122,93.723
16.86,82.976
14.514,78.435
38.559,97.739
11.611,103.02
84.887,72.835
27.418,26.833
25.848,70.711
71.145,51.865
23.137,97.862
74.527,105.68
54.095,104.56
15.34,27
38.576,16.279
10.028,74
55.472,164
2.8705,21.471
23.678,5.6569
52.647,161.2
32.364,177.1
50.647,179.23
24.109,80.654
14.44,7.8102
7.6961,12.042
2.3386,25.632
10.237,11
16.259,37.736
23.438,33.422
7.7384,70.456
4.8131,9.8995
44.114,14
48,118.11
27.657,73.11
36.482,33.015
30.98,64.661
21.85,6.3246
18.78,59.237
20.596,53.488
7.3421,54.918
53.308,36.125
77.644,93.648
52.428,64.405
67.414,2
15.199,13.342
20.556,18
19.592,53.226
15.387,68.242
34.096,29.53
14.104,64.537
10.754,27.295
13.511,32.45
18.306,27.166
33.236,22.627
8.6488,17.692
33.492,38.601
69.632,107.2
38.438,93.005
61.934,24.413
51.962,28.844
31.208,37.643
9.8529,5
30.148,92.655
10.71,3.1623
44.862,63.655
28.442,4.4721
17.491,19.416
61.902,99.045
58.769,1
36.48,5.099
34.855,12.042
13.753,15
32.044,103.73
89.388,60
54.291,195
9.2155,41.593
6.0537,8.0623
69.712,67.007
89.067,145
85.293,22.091
1.1115,19
55.059,63.953
58.856,151.48
25.531,4.1231
1.1392,78.588
29.008,54.332
60.778,36.674
81.398,44.721
88.014,243.53
21.198,11.314
55.871,32.696
1.4941,30.364
41.913,65.146
76.228,40.706
3.7617,142.86
70.256,51.923
72.992,12.53
5.713,5.6569
9.0495,1
71.687,45.188
57.162,27.586
1.3996,41.037
38.811,95.258
47.521,88.102
15.252,5.831
11.044,8.544
8.7731,20.396
5.2884,37.108
7.9351,40.311
23.499,23.345
17.507,31.016
8.7568,50.931
27.064,36.401
35.28,77.421
11.019,34
56.688,25.318
38.434,68.819
20.518,21.19
19.735,116.28
20.028,13.601
88.122,75.769
64.881,65.146
15.933,91.22
13.646,11.314
0.05815,15.232
30.242,43.681
41.722,19.698
64.213,23.022
73.762,34.205
6.5392,63.891
63.153,54.708
14.883,17
3.0913,5
39.81,17
60.478,170.88
19.974,2.2361
49.793,21
79.946,35
11.908,7.0711
43.492,11.662
34.897,201.21
56.288,10.77
10.319,8.9443
53.243,19.723
33.626,33.242
11.094,10
22.462,4.1231
2.5578,112.89
13.302,9.434
0.22772,108.17
88.598,80.399
16.547,2
28.556,40.804
7.2027,31.241
12.475,6.4031
76.778,74.947
33.706,1
71.853,103.41
78.938,33.106
37.416,9.2195
15.286,19.105
58.395,21.954
52.432,69.007
81.888,39.925
33.823,13.454
61.507,94.763
20.333,22
48.872,40.522
17.964,102.18
26.458,7
62.767,5
13.235,19.723
36.485,162.89
22.161,168.08
57.394,17
8.485,17
84.194,69.778
80.014,188.57
48.073,133.96
59.958,36.056
9.5379,6.4031
82.228,69.26
78.131,45.222
89.869,242.01
71.243,21.587
16.973,5.831
22.205,171.06
28.242,38
6.3885,22.627
3.4089,16.279
15.24,10.198
15.454,9
4.3905,128.76
18.604,12.728
27.281,22.023
21.968,7.0711
24.231,44.407
36.158,86
11.043,16.763
45.224,48.384
48.288,41.11
76.248,247.66
11.471,30.414
16.28,104.79
9.9002,14.142
5.5211,164.45
30.522,47.202
16.752,18.682
16.013,97.99
1.8912,55.172
76.382,152.74
36.204,173.48
63.906,84.077
46.822,40.311
3.2001,153.57
0.82603,7
17.45,115.39
16.387,58.181
60.81,24.759
29.356,87.464
9.4909,5.831
17.323,28
41.942,34.54
22.067,15.652
14.898,1.4142
55.083,243.76
16.988,22.672
45.141,36.359
35.741,72.918
46.521,2
39.554,120
11.409,30.594
34.197,115.55
25.494,83.439
28.523,27
51.754,24.187
20.259,30.414
15.314,13.038
30.534,7.6158
9.1866,101.91
40.076,116.28
20.254,21.954
1.5976,36
28.006,55
48.286,12
23.848,45.354
29.568,180.57
12.738,30.414
83.664,67.543
58.343,132.38
36.847,3.6056
2.0305,59.816
6.123,69.123
37.622,51
25.836,46.69
2.5531,41.195
13.655,46.098
16.382,66.03
3.1668,38.21
15.24,67.624
21.775,16.125
19.401,62.817
12.552,39.56
12.674,102.93
55.58,74.061
16.475,44.181
80.441,69
36.783,186.08
7.0384,6.3246
26.743,21.401
7.5494,63.071
2.4692,72.09
14.658,3
37.565,164.62
67.425,148.35
18.661,26.249
25.326,195.89
40.574,87.92
34.92,114.98
8.4713,117.59
5.7214,62.968
14.062,84.581
25.815,70.576
53.708,188.9
42.942,207.88
81.747,137.8
17.143,77.006
15.003,10
2.4435,110.92
34.567,26
0.46314,86.683
39.985,234.96
45.94,127.39
13.532,243.82
19.77,137.53
1.1121,110.91
27.734,137.28
13.658,105.17
42.731,39.812
36.17,135.68
2.9764,105.99
19.405,122.1
28.404,116.9
18.042,108.19
21.737,118.51
52.535,121.2
18.755,115.69
44.532,177.8
26.051,174
52.311,119.51
16.016,126
66.727,212.33
61.036,150.03
16.496,155.08
30.248,146.65
34.003,66.708
6.9888,138.51
12.291,124.4
3.7728,120.78
59.907,36.674
41.849,78.006
45.741,235.27
12.061,165.95
43.825,144.81
2.8108,195.88
28.233,155.17
14.436,154.74
19.667,160.55
33.385,137
19.851,164.01
6.3289,118.51
24.318,148.19
11.451,158.39
1.2665,215.37
31.589,148.93
64.275,60.415
75.131,9
21.715,104.74
4.5709,119.04
11.291,170
35.25,162.37
13.047,169.05
34.963,187.78
6.7141,123.47
8.4262,203.06
20.993,161.37
66.573,38.419
86.061,65.97
32.882,13.454
9.3879,186.82
42.57,37.483
12.419,201.82
37.516,133.88
69.081,133.33
52.646,187.78
15.558,185.35
8.4896,142.94
30.661,47.707
10.103,194.54
28.505,182.46
53.936,234.3
40.435,202.41
11.732,197.19
46.57,162.31
10.38,200.82
78.083,48.765
36.4,123.75
41.447,219.92
60.797,63.891
8.5622,27
47.691,37.736
25.731,186.26
56.16,218.82
17.493,92.087
25.36,156.32
2.3978,214.93
0.37531,222
89.643,244.03
41.613,230.63
24.933,236.77
54.527,237.54
8.989,224
16.254,247.32
57.694,172.9
78.148,248.57
48.963,129.36
27.549,186
54.84,225.29
18.267,40.012
53.519,160.26
84.439,66.708
20.634,57.454
26.015,64
17.278,194.43
28.651,213.18
32.089,197.36
39.338,116.69
63.898,244.9
21.554,134.35
27.924,213.28
86.204,245.25
27.517,119.85
8.4131,117.18
50.307,148.49
78.38,155.72
2.1302,135.93
43.265,148.6
7.3767,122.2
4.7107,186.39
40.45,159.22
37.437,187.86
15.035,158.75
40.45,177.79
18.626,154.55
8.1388,202.07
20.993,157.33
73.678,231.28
24.173,175.96
29.755,210.24
25.502,180.94
3.2766,177.81
40.323,245.77
3.5624,186.55
14.583,234.09
5.4497,212
39.069,220.84
59.191,229.87
42.169,220.31
27.193,224.06
32.627,248.62
2.9889,240.2
0.65423,41.437
43.831,136.01
